time,outletId,workStationId,userId,bill,action,url
15:32:23,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing,http://localhost:4850/#/setting
15:36:42,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:37:35,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:37:56,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing undefined,http://localhost:4850/#/setting
15:39:05,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:39:26,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing connect ETIMEDOUT 10.51.122.20:9100,http://localhost:4850/#/setting
15:42:16,Imperial Kitchen(15),0001,IT Melanie(1),,Update Printer,http://localhost:4850/#/setting
15:42:36,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.202:9100,http://localhost:4850/#/setting
15:42:36,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing Cannot read properties of undefined (reading 'address'),http://localhost:4850/#/setting
15:43:03,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:43:03,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing Cannot read properties of undefined (reading 'address'),http://localhost:4850/#/setting
15:43:19,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:43:19,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing Cannot read properties of undefined (reading 'address'),http://localhost:4850/#/setting
15:44:42,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:44:54,Imperial Kitchen(15),0001,IT Melanie(1),,Update Printer,http://localhost:4850/#/setting
15:44:55,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.204:9100,http://localhost:4850/#/setting
15:45:17,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing connect ETIMEDOUT 10.51.122.204:9100,http://localhost:4850/#/setting
15:47:10,Imperial Kitchen(15),0001,IT Melanie(1),,Test printing 10.51.122.20:9100,http://localhost:4850/#/setting
15:47:31,Imperial Kitchen(15),0001,IT Melanie(1),,ERROR test printing connect ETIMEDOUT 10.51.122.20:9100,http://localhost:4850/#/setting
15:48:31,Imperial Kitchen(15),0001,IT Melanie(1),,click User logs,http://localhost:4850/#/tables
15:50:50,Imperial Kitchen(15),0001,IT Melanie(1),250708000197,Go to Menu,http://localhost:4850/#/tables
16:15:19,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Go to Menu,http://localhost:4850/#/tables
16:15:20,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,menu/modifier,http://localhost:4850/#/menu?id=250708000198
16:18:10,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,SO menu/modifier  {id:undefined, menuId : 78, price : 15000, sendOrder :undefined  },http://localhost:4850/#/menu?id=250708000198
16:18:39,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,SO menu/modifier  {id:undefined, menuId : 79, price : 15000, sendOrder :undefined  },http://localhost:4850/#/menu?id=250708000198
16:19:31,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,SO menu/modifier menuId : 93, price : 9999, sendOrder :undefined,http://localhost:4850/#/menu?id=250708000198
16:21:31,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,menu/modifier menuId : 24, price : 30000,http://localhost:4850/#/menu?id=250708000198
16:22:41,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,menu/modifier MANGGO KYOTO menuId : 24, price : 30000,http://localhost:4850/#/menu?id=250708000198
16:26:14,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Add Qty 1 MANGGO KYOTO,http://localhost:4850/#/menu?id=250708000198
16:27:15,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Add Qty 1 MANGGO KYOTO,http://localhost:4850/#/menu?id=250708000198
16:27:58,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Add Qty a 8 MANGGO KYOTO,http://localhost:4850/#/menu?id=250708000198
16:29:16,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Void item [object Object],http://localhost:4850/#/menu?id=250708000198
16:32:50,Imperial Kitchen(15),0001,IT Melanie(1),250708000197,Go to Menu,http://localhost:4850/#/tables
16:34:33,Imperial Kitchen(15),0001,IT Melanie(1),250708000197,Click BILL,http://localhost:4850/#/menu?id=250708000197
16:38:13,Imperial Kitchen(15),0001,IT Melanie(1),250708000197,Click BILL,http://localhost:4850/#/menu?id=250708000197
16:38:35,Imperial Kitchen(15),0001,IT Melanie(1),250708000197,Go to payment,http://localhost:4850/#/tables
16:38:36,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Go to Menu,http://localhost:4850/#/tables
16:38:37,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Click PAYMENT,http://localhost:4850/#/menu?id=250708000198
16:38:38,Imperial Kitchen(15),0001,IT Melanie(1),250708000198,Update to payment,http://localhost:4850/#/tables
16:39:04,Imperial Kitchen(15),0001,IT Melanie(1),250709000200,Go to Menu,http://localhost:4850/#/tables
16:43:38,Imperial Kitchen(15),0001,IT Melanie(1),,New Order Imperial Kitchen(15) Cover : 4,http://localhost:4850/#/tables
16:43:38,Imperial Kitchen(15),0001,IT Melanie(1),250709000201,Go to Menu,http://localhost:4850/#/tables
16:45:07,Imperial Kitchen(15),0001,IT Melanie(1),,New Order Imperial Kitchen(15) Cover : 4, Table : 6,http://localhost:4850/#/tables
16:45:07,Imperial Kitchen(15),0001,IT Melanie(1),250709000202,Go to Menu,http://localhost:4850/#/tables
16:48:25,Imperial Kitchen(15),0001,IT Melanie(1),,New Order Imperial Kitchen(15) Cover : 4, Table : OC2(8),http://localhost:4850/#/tables
16:48:25,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Go to Menu,http://localhost:4850/#/tables
16:48:31,Imperial Kitchen(15),0001,IT Melanie(1),,New Order Imperial Kitchen(15) Cover : 4, Table : OC1(14),http://localhost:4850/#/tables
16:48:31,Imperial Kitchen(15),0001,IT Melanie(1),250709000204,Go to Menu,http://localhost:4850/#/tables
16:48:45,Imperial Kitchen(15),0001,IT Melanie(1),250709000204,Click BILL,http://localhost:4850/#/menu?id=250709000204
16:49:56,Imperial Kitchen(15),0001,IT Melanie(1),250709000204,Exit Without Order,http://localhost:4850/#/menu?id=250709000204
16:50:02,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Go to Menu,http://localhost:4850/#/tables
16:51:02,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Popup transferLog,http://localhost:4850/#/menu?id=250709000203
16:52:10,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Item TA,http://localhost:4850/#/menu?id=250709000203
16:52:23,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Item TA,http://localhost:4850/#/menu?id=250709000203
16:52:34,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Item TA,http://localhost:4850/#/menu?id=250709000203
16:53:35,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Send Order,http://localhost:4850/#/menu?id=250709000203
16:53:36,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Go to Menu,http://localhost:4850/#/tables
16:54:24,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Item TA 0,http://localhost:4850/#/menu?id=250709000203
16:54:26,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Item TA 0,http://localhost:4850/#/menu?id=250709000203
16:55:17,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Item TA 0,http://localhost:4850/#/menu?id=250709000203
16:55:35,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,menu/transferItems,http://localhost:4850/#/menu?id=250709000203
17:09:25,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,fnTransferItems,http://localhost:4850/#/menu/transferItems?id=250709000203
17:09:25,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,fnTransferItems tableID 15 to 8,http://localhost:4850/#/menu/transferItems?id=250709000203
17:09:37,Imperial Kitchen(15),0001,IT Melanie(1),250709000205,Go to Menu,http://localhost:4850/#/tables
17:09:50,Imperial Kitchen(15),0001,IT Melanie(1),250708000197,Go to payment,http://localhost:4850/#/tables
17:09:53,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,Go to Menu,http://localhost:4850/#/tables
17:09:57,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,menu/transferItems,http://localhost:4850/#/menu?id=250709000203
17:10:03,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,fnTransferItems,http://localhost:4850/#/menu/transferItems?id=250709000203
17:10:03,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,fnTransferItems tableID 14 to 8,http://localhost:4850/#/menu/transferItems?id=250709000203
17:28:55,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,fnTransferItems,http://localhost:4850/#/menu/transferItems?id=250709000203
17:28:55,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,fnTransferItems table undefined 14 to undefined(8),http://localhost:4850/#/menu/transferItems?id=250709000203
17:29:20,Imperial Kitchen(15),0001,IT Melanie(1),250709000203,fnTransferItems,http://localhost:4850/#/menu/transferItems?id=250709000203
